,description,link
636,"Vietnam Airlines Flight 831, a Tupolev Tu-134, crashes on approach to Don Mueang International Airport in Bangkok. 76 of the 90 passengers and crew on board are killed.",/wiki/Vietnam_Airlines_Flight_831
637,"Ethiopian Airlines Flight 604, a Boeing 737, crashes on takeoff after suffering multiple bird strikes; 35 of 98 passengers die, all 6 crew survive.",/wiki/Ethiopian_Airlines_Flight_604
638,Uganda Airlines Flight 775 crashes while attempting to land at Roma-Fiumicino Airport. 33 of the 52 passengers and crew on board are killed.,/wiki/Uganda_Airlines_Flight_775
639,"Indian Airlines Flight 113, a Boeing 737, crashes on approach 2.6 km short of the runway in poor visibility in Ahmedabad, India, killing 133 of the 135 people on board.",/wiki/Indian_Airlines_Flight_113
640,"LOT Flight 703, an Antonov An-24, crashes on approach to Rzeszów-Jasionka Airport, killing one passenger, all others survive.",/wiki/LOT_Flight_703
641,"Pan Am Flight 103, a Boeing 747, disintegrates in the air over Lockerbie, Dumfries and Galloway, Scotland, after a terrorist bomb explodes on board. All 259 people on board and 11 on the ground are killed. The incident is also known as the Lockerbie air disaster.",/wiki/Pan_Am_Flight_103
642,"British Midland Flight 92, a Boeing 737, crashes near Kegworth, Leicestershire, United Kingdom, after one of its engines loses a fan blade and fails. Of the 118 passengers and 8 crew, 79 survive. The incident became known as the Kegworth air disaster and is the first loss of a Boeing 737-400.",/wiki/Kegworth_air_disaster
643,"Independent Air Flight 1851, a Boeing 707, crashes into a hill on approach to Santa Maria, the Azores. All 144 people on board are killed.",/wiki/Independent_Air_Flight_1851
644,"Flying Tiger Line Flight 66, a Boeing 747 crashes near Kuala Lumpur, Malaysia, on approach to land, killing all four on board. The crash is caused by miscommunication between ATC and the crew.",/wiki/Flying_Tiger_Line_Flight_66
645,"United Airlines Flight 811, a Boeing 747, suffers an explosive decompression shortly after takeoff from Honolulu, Hawaii, United States, caused by a cargo door that burst open during flight. Of 355 people on board, nine passengers are blown out of the plane, but the crew manage to land safely at Honolulu.",/wiki/United_Airlines_Flight_811
646,"Air Ontario Flight 1363, a Fokker F28, crashes immediately after takeoff from Dryden, Ontario, Canada, because of ice on the wings, killing 24 of 69 people on board.",/wiki/Air_Ontario_Flight_1363
647,"Surinam Airways Flight 764, a Douglas DC-8, crashes while attempting to land in heavy fog at Paramaribo, Suriname. The plane hits trees and flips upside down, killing 176 of 187 people on board.",/wiki/Surinam_Airways_Flight_764
648,"United Airlines Flight 232, a McDonnell Douglas DC-10, suffers a complete hydraulic system failure over Iowa, United States, after the tail-mounted engine disintegrates. The crew maintains partial control of the aircraft using differential throttle, bringing it to a crash landing on the runway of the Sioux City, Iowa, airport. Of the 296 people on board, 111 die.",/wiki/United_Airlines_Flight_232
649,"Korean Air Flight 803, a McDonnell Douglas DC-10, crashes while attempting to land in heavy fog at Tripoli, Libya. 75 of the 199 passengers and crew on board plus 4 people on the ground are killed in the accident.",/wiki/Korean_Air_Flight_803
650,"Olympic Aviation Flight 545, a Shorts 330-220, crashes into Mount Kerkis in Greece. All 34 passengers and crew on board are killed.",/wiki/Olympic_Aviation_Flight_545
651,"Pakistan International Airlines Flight 404, a Fokker F27, disappears on a flight with 54 on board; the wreckage has never been found.",/wiki/Pakistan_International_Airlines_Flight_404
652,"Cubana de Aviación Flight 9646, an Ilyushin Il-62M, crashes while trying to take off from José Martí International Airport in Havana, Cuba. All 126 people on board the aircraft plus 45 people on the ground are killed in the crash.",/wiki/Cubana_de_Aviaci%C3%B3n_Flight_9646
653,"Varig Flight 254, a Boeing 737, runs out of fuel because of incorrect navigation and crashes in the Brazilian jungle, killing 13 of the 54 people on board.",/wiki/Varig_Flight_254
654,"Partnair Flight 394, a Convair 580, crashes into the North Sea after its tail section falls off in mid-air. All 55 people on board perish. The disaster is blamed on counterfeit aircraft parts.",/wiki/Partnair_Flight_394
655,"UTA Flight 772, a McDonnell Douglas DC-10, explodes in mid-air over the Sahara desert when a bomb hidden in its forward cargo hold detonates. All 170 people on board are killed. Responsibility for the bombing is later traced back to Abdullah Senussi, the brother-in-law of Libyan leader Muammar al-Gaddafi, whose government in 2003 agrees to pay compensation to the victims.",/wiki/UTA_Flight_772
656,"USAir Flight 5050, a Boeing 737, overruns the runway after a tire on a nosewheel bursts; two passengers die.",/wiki/USAir_Flight_5050
657,"Tan-Sahsa Flight 414, a Boeing 727, crashes into a mountain known as Cerro de Hula near Tegucigalpa, Honduras, due to pilot error; 127 of 146 on board die.",/wiki/Tan-Sahsa_Flight_414
658,"China Airlines Flight 204, a Boeing 737, crashes into the Chiashan mountain range after takeoff from Hualien Airport due to pilot error; all 54 on board perish.",/wiki/China_Airlines_Flight_204
659,"Avianca Flight 203, a Boeing 727, explodes in mid-air over Colombia, killing all 107 people on board and three people on the ground. The Medellín Cartel claimed responsibility for the attack.",/wiki/Avianca_Flight_203
660,"KLM Flight 867, a Boeing 747 flying from Amsterdam to Anchorage, Alaska, flies through a cloud of volcanic debris, subsequently losing power from all four engines. The crew is able to restart the engines and land the plane safely.",/wiki/KLM_Flight_867
661,"Northwest Airlines Flight 5, a Boeing 727 with 145 on board, loses an engine over Madison, Florida, the aircraft makes an emergency landing at Tampa International Airport, all on board survive.",/wiki/Northwest_Airlines_Flight_5
662,"SANSA Flight 32, crashes into a mountain just after takeoff from Juan Santamaria International Airport in San José, Costa Rica, killing all 20 passengers and 3 crew on board.",/wiki/SANSA_Flight_32
663,"Avianca Flight 52, a Boeing 707, runs out of fuel and crashes while attempting to land at John F. Kennedy International Airport in New York; of the 158 people on board, 85 survive.",/wiki/Avianca_Flight_52
664,"Indian Airlines Flight 605, an Airbus A320, crashes on its final approach to Bangalore Airport. 92 out of 146 people on board are killed.",/wiki/Indian_Airlines_Flight_605
665,"Atlantic Southeast Airlines Flight 2254, an Embraer EMB 120 Brasilia, collides with a Cessna 172, killing all 2 on board. Flight 2254 lands; all 7 on board survive.",/wiki/Atlantic_Southeast_Airlines_Flight_2254
666,"Widerøe Flight 839, a DHC-6 Twin Otter, crashes into water just after takeoff from Værøy Airport, killing all 5 people on board.",/wiki/Wider%C3%B8e_Flight_839
667,"Philippine Airlines Flight 143, a Boeing 737, explodes and burns on the ground at Ninoy Aquino International Airport, killing 8 of 120 on board.",/wiki/Philippine_Airlines_Flight_143
668,"British Airways Flight 5390, a BAC One-Eleven, suffers explosive decompression over Didcot, Oxfordshire, England, when one of the front windscreen panes blows out. The captain is partially blown out of the cockpit, but a flight attendant manages to keep the unconscious man from falling out of the aircraft. The first officer lands the aircraft safely at Southampton Airport. All on board survive.",/wiki/British_Airways_Flight_5390
669,"In the Guangzhou Baiyun airport collisions, a hijacked Boeing 737 operating Xiamen Airlines Flight 8301 clips China Southwest Airlines Flight 2402, a Boeing 707, during landing at Guangzhou Baiyun International Airport, and collides with China Southern Airlines Flight 2812, a Boeing 757; of the 225 occupants on board the three aircraft, 128 die.",/wiki/1990_Guangzhou_Baiyun_airport_collisions
670,"Alitalia Flight 404, a McDonnell Douglas DC-9, crashes on approach to Zürich Airport, Switzerland, killing all 46 people on board.",/wiki/Alitalia_Flight_404
671,"Northwest Airlines Flight 1482, a McDonnell Douglas DC-9, collides with Northwest Airlines Flight 299, a Boeing 727, when the crew of the DC-9 mistakenly taxies onto the active runway at Detroit Metropolitan Wayne County Airport; 8 of the 54 people on board the DC-9 are killed; all 154 people on board the Boeing 727 survive.",/wiki/Northwest_Airlines_Flight_1482
672,"USAir Flight 1493, a Boeing 737, is landing at Los Angeles International Airport when it strikes SkyWest Airlines Flight 5569, a Fairchild Metro commuter plane, waiting to take off from the same runway. All 12 people aboard the Metro and 21 of the 89 on the Boeing are killed at the time, and two more from the Boeing die 3 days and 31 days after the crash.",/wiki/USAir_Flight_1493
673,"United Airlines Flight 585, a Boeing 737, crashes while attempting to land at Colorado Springs Airport, Colorado, killing all 25 people on board. The cause of the crash is not identified until the investigation into the crash of USAir Flight 427 in 1994; both crashes are eventually attributed to defects in a valve associated with the rudder.",/wiki/United_Airlines_Flight_585
674,"Singapore Airlines Flight 117, an Airbus A310, is hijacked by Pakistani militants en route to Singapore Changi Airport, where, upon landing, it is stormed by Singapore Special Operations forces. All of the hijackers are killed in the operation, with no fatalities among the passengers and crew.",/wiki/Singapore_Airlines_Flight_117
675,"Atlantic Southeast Airlines Flight 2311, an Embraer EMB 120RT, rolls sharply and crashes on final approach to Brunswick, Georgia, killing all 23 people on board.",/wiki/Atlantic_Southeast_Airlines_Flight_2311
676,"Lauda Air Flight 004, a Boeing 767, disintegrates in mid-air over Uthai Thani Province and Suphan Buri Province, Thailand, killing all 223 people on board. A thrust reverser had accidentally deployed in flight, causing the disaster. It is the first fatal crash of a Boeing 767.",/wiki/Lauda_Air_Flight_004
677,"L'Express Airlines Flight 508, a Beechcraft Model 99, crashes while on approach Birmingham Municipal Airport, Alabama, due to severe thunderstorms, killing 13 people on board.",/wiki/L%27Express_Airlines_Flight_508
678,"Nigeria Airways Flight 2120, a Nationair McDonnell Douglas DC-8 chartered by Nigeria Airways to transport Nigerian pilgrims to Mecca, crashes shortly after takeoff from King Abdulaziz International Airport, Jeddah, Saudi Arabia, because of a fire caused by tire failure. All 261 on board die, including 14 Canadian crew members.",/wiki/Nigeria_Airways_Flight_2120
679,"Indian Airlines Flight 257, a Boeing 737, hits high ground during descent about 30 km from the Imphal airport. All six crew members and 63 passengers are killed.",/wiki/Indian_Airlines_Flight_257
680,"Continental Express Flight 2574, an Embraer EMB 120RT, crashes on descent in Eagle Lake, Texas, killing all 14 people on board. Maintenance crews traded work shifts during repairs to the horizontal stabilizer, inadvertently leaving 47 bolts missing. Reformers pointed to this error and called for development of a ""safety culture"".",/wiki/Continental_Express_Flight_2574
681,"Both engines of Scandinavian Airlines Flight 751, a McDonnell Douglas MD-81, surge shortly after takeoff from Stockholm Arlanda Airport. The pilots successfully make an emergency landing in a nearby field, injuring 25 passengers but incurring not a single fatality.",/wiki/Scandinavian_Airlines_Flight_751
682,"China Airlines Flight 358, a Boeing 747 freighter, suffers double engine separation and crashes into a hill near Wanli, Taipei, Taiwan, killing all five crew on board.",/wiki/China_Airlines_Flight_358
683,"Air Inter Flight 148, an Airbus A320, crashes in the Vosges Mountains on approach to Strasbourg, France, killing 87 of 96 people on board.",/wiki/Air_Inter_Flight_148
684,"USAir Flight 405, a Fokker F-28, crashes on takeoff from New York because of ice buildup. Twenty-seven of the 51 people on board are killed.",/wiki/USAir_Flight_405
685,"Copa Airlines Flight 201, a Boeing 737-200 Advanced, crashes near Darién, Panama, killing all 47 passengers and crew on board; a faulty attitude indicator is the cause.",/wiki/Copa_Airlines_Flight_201
686,"Mandala Airlines Flight 660, a Vickers Viscount 816, crashes on approach to Pattimura Airport, Ambon, Indonesia, killing all 7 crew and 63 passengers on board.",/wiki/Mandala_Airlines_Flight_660
687,TWA Flight 843 aborts takeoff at John F. Kennedy International Airport. The Lockheed L-1011 turns off the runway onto grass in order to avoid striking a concrete barrier. The plane is destroyed by fire shortly after all 292 passengers and crew evacuate with no loss of life.,/wiki/TWA_Flight_843
688,"Thai Airways International Flight 311, an Airbus A310, crashes on approach into Kathmandu, Nepal, killing all 14 crew and 99 passengers on board.",/wiki/Thai_Airways_International_Flight_311
689,"China General Aviation Flight 7552, a Yakovlev 42D, loses control just after takeoff from Nanjing Airport and crashes into a pond; 108 of 126 on board die.",/wiki/China_General_Aviation_Flight_7552
690,"Pakistan International Airlines Flight 268, an Airbus A300, crashes near Kathmandu, Nepal, killing all 12 crew and 155 passengers.",/wiki/PIA_Flight_268
691,"El Al Flight 1862, a Boeing 747, freighter, crashes into high-rise apartment buildings in Amsterdam after two of its engines detach from the wing. Forty-three people, including the plane's crew of 3, are killed.",/wiki/El_Al_Flight_1862
692,"China Southern Airlines Flight 3943, a Boeing 737-300, crashes on descent to Guilin Airport, killing all 141 aboard.",/wiki/China_Southern_Airlines_Flight_3943
693,"Martinair Flight 495 crashes in Faro, Portugal, killing 54 people and injuring 106.",/wiki/Martinair_Flight_495
